770567971701940224	N
770503386789711872	NONE
770502863017635840	P
770599972102348800	N
770599962216390656	NONE
770599405816864768	NONE
770453393714348032	NONE
770466143098241025	NONE
770536258682617856	NONE
770613199200620545	P
770612909105905665	NONE
770610067146235904	P
770633854667386880	NONE
770633713822601216	NONE
770443909260570624	P
770434045469659136	NONE
770463923342540800	P
770496679632076800	NONE
770456170691780608	N
770499448438915072	NONE
770510704080281600	NONE
770434546168897536	N
770081000747573248	NONE
770080539130916864	NONE
770080368636592129	N
770772755637764096	N
770789027142328326	NONE
770792054519656448	NONE
770773957775593472	N
770877057765105664	NONE
770942085960724480	NONE
770941295883853824	P
770940641601781760	NONE
770940052557950976	N
770948285288841216	NONE
770947728792817665	NONE
770947357173243906	NONE
770946843383631873	NEU
770943381652504576	NONE
770918556825427969	P
770918502865702912	P
770914817360195601	N
770914042567327746	N
770960812785692672	N
770960332818935809	NONE
770963910707019776	P
770963684705308672	P
770959151992274945	N
770967255773507584	P
770938978916761600	N
770938248537530368	NONE
770938227570139136	NONE
770967899485986816	P
770799001071476736	NONE
770802532855799808	N
770809220291760128	P
770814690490548224	NONE
770792942151798784	N
770910691960160256	NONE
770952598954373120	N
770951927291056129	NONE
770924366884397056	N
770882694586757120	NONE
770865009991745536	NONE
770851876896202752	N
770905627212251136	NONE
770904895104884736	N
770902590817271808	N
770880018398515200	NONE
770919109919924224	NONE
770891179596582913	N
770889745337548800	NONE
770862443908202496	NONE
769849700941955072	P
769847264332439552	N
769846566593171456	P
769813375924789248	NONE
769812093130383360	NONE
769850987133693952	P
769837775633911808	NONE
769836787632050176	N
769835981549830144	NONE
769865680967598080	N
769865302125469696	N
769880535325937664	NONE
769707294019977216	NONE
769706280244154368	NONE
769705694283046913	NONE
769715235884236800	NONE
769744454026690561	NONE
769580781194899456	N
769605663756578820	NONE
769605224612978688	NONE
769651462062403584	N
769653122578911232	NONE
769871360638218240	NONE
769867907694288896	P
769963990160138241	NONE
769963110539165696	NONE
769968677269729280	NONE
769968532314529792	NONE
769968293184765952	NEU
769967832876613632	N
769967293988306944	NONE
769628373966524416	N
769645274440531968	NONE
769665676676038656	N
769665186760384512	N
769664229590925313	NONE
769647989652647936	NONE
769641872981622784	N
769667580248354817	N
769666919016361985	NONE
769666312083759108	P
769639779629694976	NONE
769668555650588672	NONE
769898106548813824	NONE
769903961507762176	P
769901444505989121	NONE
769901202872164356	P
769900426867175424	P
769899517365874689	NONE
769899057586249728	N
769909632169041921	N
769909114109648900	P
769882149088595968	NONE
769881236533895168	P
769896391938375680	P
769896030234107904	NONE
769620703301828608	N
769619934989213696	NONE
769607373224812544	NONE
769599499027279872	NONE
769598379039023104	NONE
769603190148988928	NONE
769602909571022848	NONE
769597539305791488	NONE
769604198639996928	NONE
769623387081760768	P
769593938634309633	P
769874402964111360	NONE
769919268020510720	P
769918960577998848	N
769921244674285569	NONE
769912889553682432	P
769912712373661696	NONE
769915541301653504	NONE
769914697411883008	NONE
769925890763612161	NONE
769912203919130624	P
769763768792412160	NONE
769782206021632000	P
769795043729272832	NONE
769834725997473793	N
769831806132772864	N
769830949156773888	NONE
769830814158819328	NONE
769818730511659008	NONE
769808386519101440	N
769822389538611200	NONE
769822274933448704	NONE
772410757115944965	NONE
772409576381644800	NONE
772408982434709504	NONE
772408946393047043	N
772408919746605056	NONE
772544273296261121	N
772543746361663488	P
772542718002298880	P
772544684744925184	N
772549660653355009	NONE
772548606112960512	N
772548491499429888	P
772542003418726401	P
772547740081524736	N
772547177566593024	NONE
772546568545337345	NONE
772523605603323905	N
772552969271255040	NONE
772552895803887616	NONE
772552312573325312	NONE
772552256336125952	N
771426766300872704	P
771426551627911172	NONE
771426339647787008	NONE
771440595852288000	P
771440279668813824	P
771439976160628736	NONE
771439744446234625	N
771439227825455104	NONE
771441410071560193	P
771446306187440128	NONE
771465068718481408	NONE
771465060153688070	NONE
771464641780285445	NONE
771439080785711104	NONE
771438847104278528	P
771437334944485376	NONE
771437181034491904	NONE
771436170706313216	P
771436046420701184	NONE
770675440138776577	NONE
770674641530740736	N
770749708163772417	NONE
770749467092025344	P
770740280446291969	N
770740237941280768	NONE
770751062257074178	N
770746512309641216	NEU
770746453262229504	NEU
770746150341189633	NEU
770742343741935616	N
770748893499973632	N
770748820896489473	N
770747892785184768	N
772425714196942848	NEU
772461065510715392	P
772428319706972160	P
772423981848727552	P
772423177490276352	P
772422657077805056	N
772421566026113024	P
772453896472109056	N
772451038125252608	NONE
772450051276759040	P
772455857254727680	N
772458982988447745	N
772457888501604352	NONE
772461713962725376	NONE
772437823685361665	NONE
772437168052637696	NONE
772436403900805120	NONE
772435799988178944	NONE
772435505350836224	N
772435295916658688	NONE
772400193765597184	NONE
772397615501762560	N
772396111092977664	N
772504520291221504	NONE
772504080287760385	NONE
772503834363039744	P
772497616672321536	NONE
772494646098419712	N
772493963290873856	N
772493962468814848	N
772499531363676160	NEU
